0.11353,-0.2546,-0.15412,0.3337,0.73285,1.252,0.1138,0.13969,-0.12471,-0.33403,-1.0634,-0.21317,-0.0060219,-0.028008,0.022251,0.063291
-0.064233,-0.06668,-0.16023,-0.077483,-0.081727,-0.11103,-0.13774,-0.16943,-0.12766,-0.12595,-0.1066,-0.11938,0.057218,0.093398,-0.028234,-0.0058639
0.035004,0.15706,-0.13961,-0.40378,-0.62175,-0.7152,-0.72153,-0.55639,0.52648,-0.064829,0.71098,-0.051204,0.27392,0.3525,-0.05487,-0.073807
-0.049145,-0.058538,0.042839,0.11522,0.14225,0.10255,0.18778,0.072439,0.10218,0.15777,0.095209,0.046217,0.027665,0.042676,0.020679,0.019864
0.041366,-0.0060049,0.054199,0.03201,0.075645,0.01415,0.11114,0.032495,0.0053329,-0.083189,0.073619,0.097653,0.091187,0.096762,-0.064007,0.079655
0.041869,-0.073363,-0.39456,-0.22419,-0.60808,-0.62618,-1.0663,0.4223,-0.21507,0.69053,-0.082245,0.65995,0.49848,0.27615,0.0031441,0.034497
-0.10375,0.038692,0.48956,0.41679,0.57036,0.5718,0.2876,-0.20459,-0.81967,-0.85093,-0.39321,-0.26816,-0.19189,-0.14252,-0.072887,-0.047641
-0.056086,0.3547,0.27666,0.45,0.61255,0.93542,-0.09676,-0.34048,0.17909,-0.068617,0.034405,0.31992,-1.2873,-0.58096,-0.44843,-0.44944
-0.067885,-0.070889,0.027008,-0.091746,-0.02857,-0.10325,-0.13682,-0.11415,-0.092615,-0.061644,-0.19621,-0.076166,-0.15867,-0.020971,-0.09924,-0.0090414
0.039435,0.041508,-0.095323,-0.1294,-0.098063,-0.20721,-0.12702,-0.20234,-0.12329,-0.081089,0.017881,0.28424,0.11441,0.049719,-0.098065,0.024308
0.081353,-0.028249,-0.067463,0.0034676,-0.069408,-0.099378,0.0027432,0.04032,-0.077249,-0.011281,-0.17356,-0.20626,-0.092802,-0.071449,-0.060947,-0.060231
-0.036768,-0.11581,-0.18535,-0.27729,-0.40657,-0.62211,-0.064361,-0.030617,-0.011312,0.14266,0.72171,0.67464,0.3797,0.18713,0.020306,-0.045188
0.075556,0.076022,-0.069716,-0.050681,-0.13764,-0.20571,-0.34862,-0.15956,0.41147,1.2351,1.2296,1.0783,0.79355,0.47831,0.26834,0.24982
0.042218,0.050904,0.042512,0.037842,0.098462,-0.0088406,-0.020924,-0.019435,0.071589,0.089876,-0.057539,0.11327,0.042607,0.038085,0.05719,-0.06464
-0.11632,-0.15234,0.10094,0.26356,0.64969,0.87505,1.2575,0.80565,-0.51019,-0.24676,-0.57232,-0.87224,-0.55077,-0.14124,0.10974,0.089956
