-0.093258,-0.10552,-0.028383,0.14239,0.11621,-0.0026257,0.2605,-0.094718,-0.16108,0.12491,0.038359,-0.034168,0.2004,0.19641,0.092801,-0.2926
0.058449,1.0892,-0.043101,-0.6744,0.083381,0.083574,-0.44273,0.97561,1.2771,0.13987,-0.12235,0.15244,-1.5108,-1.0544,0.19647,0.79594
0.14453,0.15244,-0.031383,-0.017481,0.1063,0.035956,0.019672,0.086225,-0.044353,0.076945,-0.021115,0.038904,-0.19504,0.2479,0.013499,-0.010659
-0.13248,-0.63457,0.00038317,0.88946,-0.10252,-0.20136,0.35721,-0.23755,-1.5873,0.059452,0.17244,0.153,1.0549,0.87188,-0.17109,-0.51576
-0.0009437,0.099834,0.048129,-0.15677,0.16561,0.18727,0.033767,0.078027,0.32364,0.11946,-0.0089786,0.10048,-0.33332,0.26653,0.0679,0.04741
-0.11377,-0.96665,-0.075953,0.77131,-0.10603,-0.15644,0.30871,-0.70673,-1.265,0.042607,0.17024,-0.040578,1.2262,1.0632,-0.15639,-0.77018
-0.10696,-0.70811,0.083486,0.71829,-0.19759,-0.15594,0.27427,-0.34896,-1.4353,0.088721,0.07405,0.037672,1.2071,0.83964,-0.13141,-0.4781
-0.15375,-1.0077,0.049884,0.87552,-0.21557,-0.11103,0.35056,-0.42415,-2.3546,0.2403,0.13966,0.18394,1.9197,1.2623,-0.14489,-0.87091
-0.18229,-0.74901,0.073033,0.88058,-0.059853,-0.15911,0.19769,-0.43907,-1.829,0.031424,0.15235,0.11882,1.2642,0.93499,-0.10539,-0.52065
0.18643,0.74456,-0.026226,-0.73039,-0.0038574,0.145,-0.24185,0.74889,1.5791,-0.071474,-0.2009,0.13334,-1.4191,-0.58444,0.024656,0.46496
