-2.2952,0.045352,-2.6794,-0.33456,2.0394,-0.54905,2.0046,1.9281,3.7145,2.3963,-2.6222
2.2936,-0.078208,2.618,0.16374,-2.0279,0.6952,-1.9716,-1.8873,-3.7866,-2.3888,2.6906
